County,SpeciesName,SpeciesCode,SpeciesCategory,SpeciesType,SpeciesGraphUrl,Link,Phenology,BreedAbundance,MigAbundance,WinterAbundance,YearAbundance,WeeksDetected,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,W51,W52,W53
Alexander,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-003&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-003&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,unlikely,unlikely,9,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,1,0,1,1,0,0,0,,,,,
Alleghany,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-005&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-005&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Migratory,unlikely,possible,unlikely,unlikely,11,0,0,0,0,0,0,0,0,0,1,0,3,3,1,3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,3,0,,,,,
Anson,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-007&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-007&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,likely,possible,30,6,5,6,5,6,5,5,5,5,5,5,4,4,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,4,4,1,4,0,6,7,6,5,3,6,7,,,,,
Ashe,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-009&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-009&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Breeding,unlikely,unlikely,unlikely,unlikely,13,0,3,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,3,3,3,0,0,0,0,,,,,
Avery,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-011&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-011&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Migratory,unlikely,possible,unlikely,unlikely,13,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,3,3,3,2,2,0,1,0,3,0,0,0,0,0,,,,,
Beaufort,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-013&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-013&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Yearround,possible,possible,possible,possible,45,3,4,4,4,4,4,3,3,3,4,4,4,5,3,4,4,3,3,3,3,3,3,3,3,3,3,2,3,3,0,3,3,0,0,1,3,3,3,4,4,4,4,4,4,3,4,3,3,,,,,
Bertie,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-015&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-015&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,15,1,0,0,3,0,4,3,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,4,4,5,0,5,0,1,5,,,,,
Bladen,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-017&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-017&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,likely,possible,27,6,5,6,6,5,5,3,5,4,4,4,3,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,4,5,4,5,5,6,6,6,,,,,
Brunswick,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-019&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-019&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,40,5,4,3,4,3,3,3,3,3,3,3,3,3,2,2,3,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,2,2,3,3,3,4,3,4,4,3,4,4,4,4,3,4,4,,,,,
Buncombe,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-021&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-021&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Yearround,unlikely,possible,possible,unlikely,37,1,0,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,,,,,
Burke,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-023&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-023&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,unlikely,unlikely,8,0,0,0,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,1,0,0,,,,,
Cabarrus,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-025&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-025&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,unlikely,21,0,2,2,2,2,2,1,1,0,0,3,1,3,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,2,0,0,0,2,3,2,0,2,,,,,
Caldwell,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-027&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-027&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Occasional,unlikely,possible,unlikely,unlikely,5,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,,
Camden,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-029&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-029&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,likely,possible,27,3,4,4,3,5,5,4,4,4,4,4,4,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,5,4,4,4,5,4,3,4,,,,,
Carteret,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-031&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-031&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Yearround,possible,possible,likely,possible,48,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,2,1,2,2,2,2,3,3,4,3,5,4,5,5,5,5,4,4,5,4,5,4,,,,,
Caswell,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-033&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-033&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Migratory,unlikely,possible,unlikely,unlikely,10,0,1,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,1,1,0,0,0,,,,,
Catawba,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-035&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-035&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,28,3,2,3,2,0,0,1,1,0,1,0,2,2,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,3,2,3,2,3,3,3,0,3,1,,,,,
Chatham,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-037&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-037&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,33,3,2,3,2,1,1,2,0,1,0,2,2,2,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,3,2,2,2,2,2,3,2,2,1,2,2,2,3,2,,,,,
Cherokee,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-039&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-039&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,,,,
Chowan,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-041&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-041&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,possible,unlikely,15,3,1,0,3,0,1,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,3,3,0,3,0,3,,,,,
Clay,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-043&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-043&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Occasional,unlikely,unlikely,unlikely,unlikely,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Cleveland,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-045&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-045&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,33,1,3,3,3,3,3,2,3,0,3,2,3,2,3,0,3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,4,3,3,3,3,3,3,4,3,3,2,3,3,,,,,
Columbus,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-047&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-047&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,possible,unlikely,16,1,1,1,3,1,3,0,0,1,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,1,0,0,0,1,,,,,
Craven,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-049&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-049&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,31,3,2,2,3,3,3,3,3,2,1,3,3,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,3,3,2,3,3,2,3,3,3,3,3,3,,,,,
Cumberland,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-051&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-051&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,31,3,3,3,3,2,1,2,2,3,3,3,2,2,2,2,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,2,0,2,0,3,3,3,2,3,3,3,4,,,,,
Currituck,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-053&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-053&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,likely,possible,38,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,3,3,2,1,0,0,0,1,0,0,0,0,0,0,0,2,3,3,3,3,3,5,5,5,5,5,5,4,7,8,5,5,,,,,
Dare,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-055&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-055&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,possible,possible,likely,possible,48,6,6,6,6,6,6,5,6,6,5,5,5,5,4,3,3,3,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,4,4,5,5,6,6,6,6,6,6,5,6,,,,,
Davidson,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-057&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-057&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Occasional,unlikely,unlikely,unlikely,unlikely,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Davie,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-059&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-059&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Occasional,unlikely,unlikely,unlikely,unlikely,5,0,3,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,,,,,
Duplin,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-061&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-061&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,possible,possible,17,0,0,5,4,5,0,3,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,3,4,1,3,3,,,,,
Durham,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-063&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-063&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,36,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,,,,,
Edgecombe,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-065&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-065&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,likely,possible,26,4,5,4,5,4,4,3,6,3,5,5,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,3,5,5,3,4,5,5,6,4,,,,,
Forsyth,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-067&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-067&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Migratory,unlikely,possible,unlikely,unlikely,31,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,2,2,1,2,1,0,3,1,1,0,1,0,1,,,,,
Franklin,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-069&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-069&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,26,1,3,3,3,0,0,2,0,3,3,3,3,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,3,3,3,4,3,3,1,3,4,3,,,,,
Gaston,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-071&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-071&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,unlikely,unlikely,7,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,3,2,,,,,
Gates,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-073&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-073&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,possible,unlikely,17,3,1,3,0,3,1,3,0,0,0,3,2,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,1,3,3,3,,,,,
Graham,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-075&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-075&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Occasional,unlikely,possible,unlikely,unlikely,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0,0,,,,,
Granville,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-077&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-077&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,24,1,3,3,3,4,3,2,3,0,3,0,3,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,3,3,3,3,1,4,2,,,,,
Greene,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-079&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-079&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,possible,unlikely,13,0,0,3,0,0,4,3,5,0,5,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,4,1,1,7,,,,,
Guilford,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-081&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-081&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,39,3,3,3,2,2,2,1,2,2,1,2,2,3,2,2,1,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,2,2,2,2,3,3,3,3,4,3,3,3,4,3,3,2,5,,,,,
Halifax,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-083&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-083&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,26,4,0,3,3,4,3,3,4,0,3,1,3,3,3,3,2,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,3,0,1,4,4,4,5,,,,,
Harnett,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-085&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-085&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,unlikely,unlikely,16,1,3,3,0,1,0,0,0,3,0,0,0,0,0,1,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,1,0,3,0,0,3,1,,,,,
Haywood,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-087&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-087&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Migratory,unlikely,unlikely,unlikely,unlikely,21,0,0,2,0,0,1,0,0,0,1,1,2,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,2,2,1,2,2,0,2,0,0,0,0,,,,,
Henderson,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-089&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-089&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,44,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,0,0,0,0,1,1,1,2,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,,,,,
Hertford,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-091&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-091&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,possible,unlikely,11,4,0,3,1,0,4,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,1,0,0,,,,,
Hoke,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-093&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-093&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Yearround,unlikely,possible,possible,unlikely,15,0,1,0,0,3,0,0,0,0,3,3,3,3,3,0,3,0,3,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,7,1,,,,,
Hyde,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-095&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-095&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,likely,likely,possible,41,6,7,7,6,7,6,6,7,7,7,7,7,6,5,4,2,2,0,1,1,0,2,0,0,0,0,1,2,0,3,2,3,1,3,4,3,4,5,5,5,6,6,6,7,7,7,6,6,,,,,
Iredell,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-097&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-097&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,possible,unlikely,16,3,3,2,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,1,3,3,3,1,1,,,,,
Jackson,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-099&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-099&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,unlikely,unlikely,7,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,,,,,
Johnston,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-101&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-101&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,unlikely,unlikely,18,2,0,0,0,2,2,0,3,2,0,2,3,2,2,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,2,0,3,0,1,,,,,
Jones,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-103&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-103&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,possible,unlikely,16,4,0,0,0,0,1,3,3,3,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,4,3,4,4,0,,,,,
Lee,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-105&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-105&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,unlikely,possible,unlikely,8,0,0,0,0,1,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,,,,,
Lenoir,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-107&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-107&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Wintering,unlikely,possible,possible,possible,20,1,3,4,0,5,1,3,3,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,3,3,0,4,0,0,4,3,1,,,,,
Lincoln,Northern Harrier,norhar2,species,native,https://ebird.org/barchart?r=US-NC-109&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,https://ebird.org/barchart?r=US-NC-109&bmo=1&emo=12&byr=1900&eyr=2023&spp=norhar2,Occasional,unlikely,unlikely,unlikely,unlikely,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
