ID_NCBA_BLOCK,ID_BLOCK_CODE,STATUS,surveyYear,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARION_EAST-SE,35081F8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARS_HILL-SE,35082G5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARSHALL-SE,35082G6SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCCAIN-SE,35079A3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAYSVILLE-SE,34077H2SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCGRADY-SE,36081C2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCLEANSVILLE-SE,36079A6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERRY_OAKS-SE,35079F1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARSTON-SE,34079H5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARTIN_POINT-SW,36075B6SW,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPLE_HILL-SE,34077F6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MANTEO-SE,35075H6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCCOLL-NE,34079F5NE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDONALD-SE,34079E2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERCHANTS_MILLPOND-SE,36076D6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MICAVILLE-SE,35082H2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCDANIEL_BALD-SE,35084B1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEBANE-SE,36079A3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERRY_HILL-SE,36076A7SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLESEX-SE,35078G2SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLETOWN_OE_S-NW,35076C1NW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTREAT-SE,35082F3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOORESVILLE-SE,35080E7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLETOWN-CW,35076D1CW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLETOWN_ANCHORAGE-SE,35075D8SE,Incomplete,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANFORD-SE,35079D2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORAVIAN_FALLS-SE,36081A2SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINTONSVILLE-SE,36076C6SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORGANTON_NORTH-SE,35081G6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERRIMON-SE,34076H6SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
RED_OAK-SE,36077A8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILL_SPRING-SE,35082C2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDWAY-SE,35080H2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILLSTONE_LAKE-SE,35079A6SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDDLEBURG-SE,36078D3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOCKSVILLE-SE,35080H5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MILLERSVILLE-SE,35081G2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOFFITT_HILL-SE,35082E2SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINT_HILL-SE,35080B6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORVEN_EAST-NW,34079G8NW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUTH_OF_WILSON-SE,36081E3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURFREESBORO-SE,36077D1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOORETOWN-SE,34077D7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORGANTON_SOUTH-SE,35081F6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORIAH-SE,36078C7SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT_AIRY_SOUTH-SE,36080D5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT_GUYOT-SE,35083F3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT_GILEAD_EAST-SE,35079B8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MORROW_MOUNTAIN-SE,35080C1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT_GILEAD_WEST-SE,35080B1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOONES_CROSSROADS-SE,36077C4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURCHISONTOWN-SE,35079C2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAKINA-SE,34078B6SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
GALATIA-SE,36077D3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT_PLEASANT-SE,35080D4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOYOCK-SE,36076E2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_LAKE_NW-SE,35076F4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINGO-SE,35078B5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARGARETTSVILLE-SE,36077E3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIDLAND-SE,35080B5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOSSEY_ISLANDS-SE,36075C7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SKIPPERS-SE,36077E5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT_AIRY_NORTH-SE,36080E5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT_MITCHELL-SE,35082G3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNTAIN_ISLAND_LAKE-SE,35080C8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_BERN-SE,35077A1SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_LAKE_SE-SE,35076E3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWPORT-SE,34076G7SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_LONDON-SE,35080D2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORFLEET-SE,36077B3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NICHOLSON_CREEK-SE,35079A2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURPHY-SE,35084A1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NASHVILLE-SE,35077H8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT_HOLLY-SE,35081C1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETTLERIDGE-SE,36080E2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
MOUNT_OLIVE-SE,35078B1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_LAKE-SE,35076F3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWLAND-SE,36081A8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_HOLLAND-SE,35076D2SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWTON_GROVE_SOUTH-SE,35078B3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIXONTON-SE,36076B3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWTON-SE,35081F2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NIAGARA-SE,35079B3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORMAN-SE,35079B6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_HILL-SE,35078F8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOLAND_CREEK-SE,35083D5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTH_BAY-SE,35076A3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAK_HILL-SE,35081G7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
OAK_CITY-SE,35077H3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLIVE_HILL-SE,36079D1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHEAST_DURHAM-SE,36078A7SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD_FORD-SE,35077F1SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD_FORT-SE,35082F2SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLIVIA-SE,35079C1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
OTEEN-SE,35082E4SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHEAST_LUMBERTON-SE,34078F8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEW_RIVER_INLET-CW,34077E3CW,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NEWTON_GROVE_NORTH-SE,35078C3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ELEAZER-SE,35079E8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHWEST_LUMBERTON-SE,34079F1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHWEST_DURHAM-SE,36078A8SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHWEST_GOLDSBORO-SE,35078D1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTER_RODANTHE_OE_W-CW,35075E4CW,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
OXFORD-SE,36078C5SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ERECT-SE,35079E6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
OVERHILLS-SE,35079B1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMLICO_SOUND_2_(ALL_WATER)-SE,35076B2SE,Incomplete,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMLICO_SOUND_1_(ALL_WATER)-SE,35076B3SE,Incomplete,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMLICO_SOUND_7_(ALL_WATER)-SE,35075D6SE,Incomplete,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEA_ISLAND_OE_W-NE,35075F5NE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTER_PEA_ISLAND_OE_W-CW,35075F4CW,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
OREGON_INLET-SE,35075G5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSSIPEE-SE,36079B5SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARK_SPRING-SE,36079D4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMLICO_BEACH-SE,35076D5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMLICO_SOUND_5_(ALL_WATER)-SE,35075C7SE,Incomplete,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALMYRA-SE,36077A3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINETOPS-SE,35077G6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITTSBORO-SE,35079F2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLYMOUTH_WEST-SE,35076G7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEACHTREE-SE,35083A8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINK_HILL-SE,35077A6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD_SPARTA-SE,35077G5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHEAST_EDEN-SE,36079E6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMLICO_SOUND_4_(ALL_WATER)-SE,35075C8SE,Incomplete,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
PANTEGO-SE,35076E6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARKTON-SE,34079H1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMLICO_SOUND_3_(ALL_WATER)-SE,35076B1SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PARK-SE,36081E5SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMLICO_POINT-SW,35076C4SW,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PASQUOTANK-SE,36076C3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEA_RIDGE-SE,35082C1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PERSIMMON_CREEK-SE,35084A2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLYMOUTH_EAST-SE,35076G6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLKVILLE-SE,35081D6SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRAYS_CHAPEL-SE,35079G6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHWEST_EDEN-SE,36079E7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
OLD_DOCK-SE,34078B5SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
NORTHEAST_GOLDSBORO-SE,35077D8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCRACOKE-NW,35075A8NW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
ORIENTAL-CW,35076A6CW,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
OUTER_LITTLE_KINNAKEET_OE_W-CW,35075D4CW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
OSBORNVILLE-SE,36080A8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAMLICO_SOUND_6_(ALL_WATER)-SE,35075D7SE,Incomplete,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT_CASWELL-SE,34078D2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEMBROKE-SE,34079F2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
GLENOLA-SE,35079G8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PISGAH_FOREST-SE,35082C6SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINEBLUFF-SE,35079A4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILOT_MOUNTAIN-SE,36080D4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEASANT_GARDEN-SE,35079H7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUTNAM-SE,35079D4SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUITSNA-SE,35077H1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWELLSVILLE-SE,36076B8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUNGO_LAKE-SE,35076F5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
POLLOCKSVILLE-SE,35077A2SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT_OF_MARSH-SW,35076A4SW,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIKE_ROAD-SE,35076F6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
POINT_HARBOR-NW,36075A7NW,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINETOWN-SE,35076E7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIREWAY-SE,34078A6SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINNACLE-SE,36080C4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRENTISS-SE,35083A4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURLEAR-SE,36081B3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
RALEIGH_EAST-SE,35078G5SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRINCETON-SE,35078D2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
POWHATAN-SE,35078E4SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PEACOCKS_CROSSROADS-SE,35078C4SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONZER-SE,35076E4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHILLIPS_CROSSROADS-SE,35077A4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIN_HOOK-SE,34077F7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANDY-SE,35080E1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANDLEMAN-SE,35079G7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
RALEIGH_WEST-SE,35078G6SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAEFORD-SE,34079H2SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
REID-CW,35082A8CW,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
REELSBORO-SE,35076B8SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
RENNERT-SE,34079G1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
REPUBLICAN-SE,36077A1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAMSEUR-SE,35079F6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAINBOW_SPRINGS-SE,35083A5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
POTTERS_HILL-SE,34077H6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
RANSOMVILLE-SE,35076D6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRICE-SE,36079E8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEAGROVE-SE,35079E7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
PORTSMOUTH-CW,35076A1CW,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
RED_SPRINGS-SE,34079G2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
REEPSVILLE-SE,35081E3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICHFIELD-SE,35080D3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICHLANDS-SE,34077H5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
GHIO-NW,34079G6NW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIDGEVILLE-SE,36079C2SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVERDALE-SE,36076E8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROANOKE_RAPIDS-SE,36077D6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBINS-SE,35079D5SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROARING_RIVER-SE,36081B1SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBBINSVILLE-SE,35083C7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
RODANTHE_OE_W-SE,35075E5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROANOKE_ISLAND_NE-CW,35075H5CW,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIVERMONT-SE,35077B5SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKINGHAM-SE,34079H7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
AYERSVILLE-SE,36080D1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKY_MOUNT-SE,35077H7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSMAN-SE,35082B7SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSE_HILL-SE,34078G1SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
RICH_SQUARE-SE,36077C3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
RINGWOOD-SE,36077B7SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROARING_GAP-SE,36080D8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBERSONVILLE_WEST-SE,35077G3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROBERSONVILLE_EAST-SE,35077G2SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROCKY_POINT-SE,34077D8SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
RONDA-SE,36080B8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROSEBORO-SE,34078H5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWLAND-SE,34079E3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN_MILLS-SE,35080F5SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUFFIN-SE,36079D5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
RURAL_HALL-SE,36080B3SE,Complete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALUDA-NW,35082B3NW,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAM_KNOB-SE,35082C8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCALY_MOUNTAIN-SE,35083A3SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SATTERWHITE-SE,36078D6SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPER_SOUTH-SE,35076G5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROWAN-SE,34078E3SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROXBORO-SE,36078D8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
REIDSVILLE-SE,36079C6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUTHERFORDTON_SOUTH-SE,35081C8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALTER_PATH-CW,34076F8CW,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALEMBURG-SE,35078A5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOUTHEAST_EDEN-SE,36079D6SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTLAND_NECK-SE,36077B4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCOTTS_HILL-SE,34077C7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SARATOGA-SE,35077F7SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROLESVILLE-SE,35078H4SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROPER_NORTH-SE,35076H5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
ROUGEMONT-SE,36078B8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUTHERFORDTON_NORTH-SE,35081D8SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAMS_GAP-SE,35082H5SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SALISBURY-SE,35080F4SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAXAPAHAW-SE,35079H3SE,Complete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLEVELAND-SE,35080F6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SCRANTON-SE,35076D4SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHELBY-SE,35081C5SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALOTTE_OE_S-NW,33078G4NW,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHOOTING_CREEK-SE,35083A6SE,Incomplete,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,
SELMA-SE,35078E3SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SHALLOTTE-SE,33078H4SE,Complete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAINT_PAULS-SE,34078G8SE,Incomplete,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANDYMUSH-SE,35082F7SE,Incomplete,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,
